GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1313180914,20260711,202607,2026,2026.5233,ISR,ISRAELI,ISR,,,,,,,,USA,FLORIDA,USA,,,,,,,,1,010,010,01,1,0.0,5,1,5,-0.643776824034334,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,20260711210000,https://www.oneindia.com/international/why-did-benjamin-netanyahus-son-yair-change-his-name-to-yonatan-hun-what-reports-reveal-8143861.html
1313180915,20260711,202607,2026,2026.5233,ISR,ISRAELI,ISR,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,120,120,12,3,-4.0,2,1,2,-4.73372781065089,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,20260711210000,https://www.nbclosangeles.com/news/national-international/democratic-congressman-says-detained-israeli-military-settlers-west-bank/3916109/
1313180916,20260711,202607,2026,2026.5233,ISR,ISRAELI,ISR,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,120,120,12,3,-4.0,2,1,2,-4.73372781065089,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,20260711210000,https://www.nbclosangeles.com/news/national-international/democratic-congressman-says-detained-israeli-military-settlers-west-bank/3916109/
1313180917,20260711,202607,2026,2026.5233,ISRLEG,ISRAEL,ISR,,,,,LEG,,,PSE,PALESTINE,PSE,,,,,,,,1,042,042,04,1,1.9,2,1,2,-4.8465266558966,4,"Sinjil, West Bank (general), West Bank",WE,WE00,32686,32.0333,35.2654,-796423,4,"Sinjil, West Bank (general), West Bank",WE,WE00,32686,32.0333,35.2654,-796423,4,"Sinjil, West Bank (general), West Bank",WE,WE00,32686,32.0333,35.2654,-796423,20260711210000,https://abc7news.com/post/south-bay-silicon-valley-area-congressman-ro-khanna-says-he-was-detained-idf-trip-palestine/19486700/
1313180918,20260711,202607,2026,2026.5233,ISRMIL,ISRAELI,ISR,,,,,MIL,,,SET,SETTLER,,,,,,SET,,,1,173,173,17,4,-5.0,6,1,6,-4.73372781065089,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,20260711210000,https://www.nbclosangeles.com/news/national-international/democratic-congressman-says-detained-israeli-military-settlers-west-bank/3916109/
1313180919,20260711,202607,2026,2026.5233,ISRMIL,ISRAELI,ISR,,,,,MIL,,,UGA,UGANDA,UGA,,,,,,,,1,073,073,07,2,7.4,3,1,3,-0.643776824034334,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"Entebbe, Wakiso, Uganda",UG,UG96,18585,0.064444,32.4469,-1727789,4,"Entebbe, Wakiso, Uganda",UG,UG96,18585,0.064444,32.4469,-1727789,20260711210000,https://www.oneindia.com/international/why-did-benjamin-netanyahus-son-yair-change-his-name-to-yonatan-hun-what-reports-reveal-8143861.html
1313180920,20260711,202607,2026,2026.5233,ISRMIL,ISRAELI,ISR,,,,,MIL,,,UGA,ENTEBBE,UGA,,,,,,,,1,181,181,18,4,-9.0,3,1,3,-0.643776824034334,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"Entebbe, Wakiso, Uganda",UG,UG96,18585,0.064444,32.4469,-1727789,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,20260711210000,https://www.oneindia.com/international/why-did-benjamin-netanyahus-son-yair-change-his-name-to-yonatan-hun-what-reports-reveal-8143861.html
1313180921,20260711,202607,2026,2026.5233,ISRMIL,ISRAELI,ISR,,,,,MIL,,,USAGOV,AMERICAN,USA,,,,,GOV,,,1,084,084,08,2,7.0,6,1,6,-4.73372781065089,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,4,"Sinjil, West Bank (general), West Bank",WE,WE00,32686,32.0333,35.2654,-796423,20260711210000,https://www.nbclosangeles.com/news/national-international/democratic-congressman-says-detained-israeli-military-settlers-west-bank/3916109/
1313180922,20260711,202607,2026,2026.5233,ITA,ITALY,ITA,,,,,,,,CVL,NEIGHBORHOOD,,,,,,CVL,,,1,173,173,17,4,-5.0,2,1,2,-6.86695278969957,4,"Milan, Lombardia, Italy",IT,IT09,18363,45.4667,9.2,-121726,3,"Miami, Florida, United States",US,USFL,FL086,25.7743,-80.1937,295004,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,20260711210000,https://www.cubaheadlines.com/articles/334825
1313180923,20260711,202607,2026,2026.5233,JPN,JAPAN,JPN,,,,,,,,,,,,,,,,,,1,090,090,09,2,-2.0,2,1,2,-0.13550135501355,4,"Kansai, Japan (general), Japan",JA,JA00,35018,35,135.5,-233441,0,,,,,,,,4,"Kansai, Japan (general), Japan",JA,JA00,35018,35,135.5,-233441,20260711210000,https://movieweb.com/ghost-in-the-shell-reboot-stream-prime-july-2026-scifi/
1313180924,20260711,202607,2026,2026.5233,JUD,PROSECUTING ATTORNEY,,,,,,JUD,,,,,,,,,,,,,1,012,012,01,1,-0.4,6,1,6,-9.52380952380951,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,0,,,,,,,,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,20260711210000,https://wvmetronews.com/2026/07/11/detroit-man-sentenced-for-fayette-county-drug-charges/
1313180925,20260711,202607,2026,2026.5233,JUD,JUDGE,,,,,,JUD,,,,,,,,,,,,,0,020,020,02,1,3.0,10,1,10,-2.12514757969303,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,0,,,,,,,,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,20260711210000,https://www.bostonherald.com/2026/07/11/gop-ag-candidate-back-on-ballot-after-appeal-lt-gov-candidate-remains-off-ballot/
1313180926,20260711,202607,2026,2026.5233,JUD,PROSECUTING ATTORNEY,,,,,,JUD,,,,,,,,,,,,,1,110,110,11,3,-2.0,6,1,6,-9.52380952380951,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,0,,,,,,,,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,20260711210000,https://wvmetronews.com/2026/07/11/detroit-man-sentenced-for-fayette-county-drug-charges/
1313180927,20260711,202607,2026,2026.5233,JUD,LAWYER,,,,,,JUD,,,,,,,,,,,,,0,190,190,19,4,-10.0,6,1,6,-8.27653359298929,3,"Utah Valley University, Utah, United States",US,USUT,UT049,40.2222,-111.659,1449138,0,,,,,,,,3,"Utah Valley University, Utah, United States",US,USUT,,40.2222,-111.659,1449138,20260711210000,https://gazette.com/2026/07/11/three-takeaways-from-tyler-robinsons-preliminary-hearing-in-charlie-kirk-murder-trial/
1313180928,20260711,202607,2026,2026.5233,JUD,PROSECUTOR,,,,,,JUD,,,CRM,CRIMINAL,,,,,,CRM,,,0,110,110,11,3,-2.0,5,1,5,-8.60832137733142,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,20260711210000,https://www.cubaheadlines.com/articles/334803
1313180929,20260711,202607,2026,2026.5233,JUD,PROSECUTING ATTORNEY,,,,,,JUD,,,USA,UNITED STATES,USA,,,,,,,,1,012,012,01,1,-0.4,4,1,4,-9.52380952380951,3,"Detroit, Michigan, United States",US,USMI,MI163,42.3314,-83.0458,1617959,3,"Detroit, Michigan, United States",US,USMI,MI163,42.3314,-83.0458,1617959,3,"Detroit, Michigan, United States",US,USMI,MI163,42.3314,-83.0458,1617959,20260711210000,https://wvmetronews.com/2026/07/11/detroit-man-sentenced-for-fayette-county-drug-charges/
1313180930,20260711,202607,2026,2026.5233,JUD,PROSECUTING ATTORNEY,,,,,,JUD,,,USA,UNITED STATES,USA,,,,,,,,1,110,110,11,3,-2.0,4,1,4,-9.52380952380951,3,"Detroit, Michigan, United States",US,USMI,MI163,42.3314,-83.0458,1617959,3,"Detroit, Michigan, United States",US,USMI,MI163,42.3314,-83.0458,1617959,3,"Detroit, Michigan, United States",US,USMI,MI163,42.3314,-83.0458,1617959,20260711210000,https://wvmetronews.com/2026/07/11/detroit-man-sentenced-for-fayette-county-drug-charges/
1313180931,20260711,202607,2026,2026.5233,JUD,APPEALS COURT,,,,,,JUD,,,USA,FLORIDA,USA,,,,,,,,1,110,110,11,3,-2.0,10,1,10,-3.37423312883435,3,"University Of South Florida, Florida, United States",US,USFL,FL057,28.0627,-82.4136,299746,3,"University Of South Florida, Florida, United States",US,USFL,,28.0627,-82.4136,299746,3,"University Of South Florida, Florida, United States",US,USFL,,28.0627,-82.4136,299746,20260711210000,http://www.brazilsun.com/news/279175840/student-led-lawsuit-defeats-fl-stop-woke-act
1313180932,20260711,202607,2026,2026.5233,KWT,KUWAIT,KWT,,,,,,,,BHR,BAHRAIN,BHR,,,,,,,,1,042,042,04,1,1.9,2,1,2,-1.18764845605701,1,Bahrain,BA,BA,,26,50.5,BA,1,Qatar,QA,QA,,25.5,51.25,QA,1,Qatar,QA,QA,,25.5,51.25,QA,20260711210000,https://www.newindianexpress.com/india/2026/Jul/11/india-to-launch-unsc-campaign-for-2028-29-term-at-un-next-week
1313180933,20260711,202607,2026,2026.5233,KWT,KUWAIT,KWT,,,,,,,,USA,THE US,USA,,,,,,,,1,042,042,04,1,1.9,2,1,2,-1.18764845605701,1,Bahrain,BA,BA,,26,50.5,BA,1,Oman,MU,MU,,21,57,MU,1,Oman,MU,MU,,21,57,MU,20260711210000,https://www.newindianexpress.com/india/2026/Jul/11/india-to-launch-unsc-campaign-for-2028-29-term-at-un-next-week
1313180934,20260711,202607,2026,2026.5233,KWT,KUWAIT,KWT,,,,,,,,USA,THE US,USA,,,,,,,,1,042,042,04,1,1.9,8,1,8,-1.18764845605701,1,Kuwait,KU,KU,,29.5,47.75,KU,1,Oman,MU,MU,,21,57,MU,1,Oman,MU,MU,,21,57,MU,20260711210000,https://www.newindianexpress.com/india/2026/Jul/11/india-to-launch-unsc-campaign-for-2028-29-term-at-un-next-week
1313180935,20260711,202607,2026,2026.5233,LEG,DELEGATE,,,,,,LEG,,,,,,,,,,,,,1,036,036,03,1,4.0,10,1,10,5.55555555555556,1,Mexico,MX,MX,,23,-102,MX,0,,,,,,,,1,Mexico,MX,MX,,23,-102,MX,20260711210000,https://kobi5.com/news/top-stories/ashland-unveils-new-sculpture-310851/
1313180936,20260711,202607,2026,2026.5233,LEG,SENATOR,,,,,,LEG,,,,,,,,,,,,,0,090,090,09,2,-2.0,10,1,10,-5.21376433785193,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,0,,,,,,,,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,20260711210000,https://www.wnd.com/2026/07/crossing-state-line-shouldnt-cost-you-your-right/
1313180937,20260711,202607,2026,2026.5233,LEG,CONGRESS,,,,,,LEG,,,,,,,,,,,,,1,111,111,11,3,-2.0,2,1,2,-3.88349514563107,5,"Madhya Pradesh, Madhya Pradesh, India",IN,IN35,17744,23.5,78.5,-2103026,0,,,,,,,,5,"Madhya Pradesh, Madhya Pradesh, India",IN,IN35,17744,23.5,78.5,-2103026,20260711210000,https://aninews.in/news/national/politics/narottam-was-big-challenge-people-never-heard-of-ashutosh-tiwari-congress-datia-bypoll-candidate-ghanshyam-singh20260712014415/
1313180938,20260711,202607,2026,2026.5233,LEG,SENATOR,,,,,,LEG,,,CUB,CUBAN,CUB,,,,,,,,0,1053,105,10,3,-5.0,1,1,1,-12.9750982961992,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,20260711210000,https://www.cubaheadlines.com/articles/334822
1313180939,20260711,202607,2026,2026.5233,LEG,SENATOR,,,,,,LEG,,,CUBOPP,CUBAN,CUB,,,,,OPP,,,0,1053,105,10,3,-5.0,3,1,3,-12.9750982961992,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,20260711210000,https://www.cubaheadlines.com/articles/334822
1313180940,20260711,202607,2026,2026.5233,LEG,SENATOR,,,,,,LEG,,,GOV,REGIME,,,,,,GOV,,,0,0253,025,02,1,-0.3,5,1,5,-8.62944162436552,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,20260711210000,https://www.cubaheadlines.com/articles/334817
1313180941,20260711,202607,2026,2026.5233,LEG,SENATOR,,,,,,LEG,,,HLH,HOSPITAL,,,,,,HLH,,,1,042,042,04,1,1.9,10,1,10,0.28409090909091,2,"Kansas, United States",US,USKS,,38.5111,-96.8005,KS,2,"Kansas, United States",US,USKS,,38.5111,-96.8005,KS,2,"Kansas, United States",US,USKS,,38.5111,-96.8005,KS,20260711210000,https://www.gbtribune.com/news/local-news/sen-marshall-visits-clara-barton-hospital/
1313180942,20260711,202607,2026,2026.5233,LEG,SENATOR,,,,,,LEG,,,HLH,HOSPITAL,,,,,,HLH,,,1,051,051,05,1,3.4,10,1,10,0.28409090909091,3,"Clara Barton Hospital, Kansas, United States",US,USKS,KS009,38.5224,-98.7786,2499086,3,"Clara Barton Hospital, Kansas, United States",US,USKS,,38.5224,-98.7786,2499086,3,"Clara Barton Hospital, Kansas, United States",US,USKS,,38.5224,-98.7786,2499086,20260711210000,https://www.gbtribune.com/news/local-news/sen-marshall-visits-clara-barton-hospital/
1313180943,20260711,202607,2026,2026.5233,LEG,SENATOR,,,,,,LEG,,,OPP,PROTESTER,,,,,,OPP,,,1,010,010,01,1,0.0,5,1,5,-1.37931034482758,2,"Kansas, United States",US,USKS,,38.5111,-96.8005,KS,2,"Kansas, United States",US,USKS,,38.5111,-96.8005,KS,2,"Kansas, United States",US,USKS,,38.5111,-96.8005,KS,20260711210000,https://www.gbtribune.com/news/local-news/protesters-find-marshall-a-no-show/
1313180944,20260711,202607,2026,2026.5233,LEG,SENATOR,,,,,,LEG,,,OPP,DETAINEE,,,,,,OPP,,,0,084,084,08,2,7.0,5,1,5,-8.62944162436552,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,20260711210000,https://www.cubaheadlines.com/articles/334817
1313180945,20260711,202607,2026,2026.5233,LEG,CONGRESSMAN,,,,,,LEG,,,PSE,PALESTINE,PSE,,,,,,,,1,042,042,04,1,1.9,2,1,2,-4.8465266558966,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,18316,32.0667,34.7667,-781545,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,18316,32.0667,34.7667,-781545,20260711210000,https://abc7news.com/post/south-bay-silicon-valley-area-congressman-ro-khanna-says-he-was-detained-idf-trip-palestine/19486700/
1313180946,20260711,202607,2026,2026.5233,LEG,CONGRESSMAN,,,,,,LEG,,,PSE,PALESTINE,PSE,,,,,,,,1,042,042,04,1,1.9,6,1,6,-4.8465266558966,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,18316,32.0667,34.7667,-781545,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260711210000,https://abc7news.com/post/south-bay-silicon-valley-area-congressman-ro-khanna-says-he-was-detained-idf-trip-palestine/19486700/
1313180947,20260711,202607,2026,2026.5233,LEG,REPRESENTATIVES,,,,,,LEG,,,TKMGOV,TURKMENISTAN,TKM,,,,,GOV,,,0,051,051,05,1,3.4,10,1,10,9.0032154340836,1,Turkmenistan,TX,TX,,40,60,TX,1,Turkmenistan,TX,TX,,40,60,TX,1,Turkmenistan,TX,TX,,40,60,TX,20260711210000,https://tdh.gov.tm/index.php/en/post/49223/honour-labour-victory-grain-growers
1313180948,20260711,202607,2026,2026.5233,LEG,SENATOR,,,,,,LEG,,,USA,UNITED STATES,USA,,,,,,,,0,130,130,13,3,-4.4,1,1,1,-12.9750982961992,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,20260711210000,https://www.cubaheadlines.com/articles/334822
1313180949,20260711,202607,2026,2026.5233,LEG,SENATOR,,,,,,LEG,,,USA,UNITED STATES,USA,,,,,,,,0,130,130,13,3,-4.4,3,1,3,-12.9750982961992,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,20260711210000,https://www.cubaheadlines.com/articles/334822
1313180950,20260711,202607,2026,2026.5233,MED,MEDIA,,,,,,MED,,,,,,,,,,,,,0,010,010,01,1,0.0,6,1,6,-0.17301038062283,4,"Bendigo, Victoria, Australia",AS,AS07,5391,-36.7582,144.28,-1558533,0,,,,,,,,4,"Bendigo, Victoria, Australia",AS,AS07,5391,-36.7582,144.28,-1558533,20260711210000,https://www.bendigoadvertiser.com.au/story/9308210/donna-nicholas-bendigo-councillors-death-triggers-by-election/
1313180951,20260711,202607,2026,2026.5233,MED,JOURNALIST,,,,,,MED,,,,,,,,,,,,,1,010,010,01,1,0.0,3,1,3,-12.9750982961992,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,0,,,,,,,,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,20260711210000,https://www.cubaheadlines.com/articles/334822
1313180952,20260711,202607,2026,2026.5233,MED,CORRESPONDENT,,,,,,MED,,,,,,,,,,,,,1,010,010,01,1,0.0,6,1,6,-4.44810543657332,3,"Central Valley, California, United States",US,USCA,CA083,34.0186,-119.682,240442,0,,,,,,,,3,"Central Valley, California, United States",US,USCA,,34.0186,-119.682,240442,20260711210000,https://nypost.com/2026/07/11/us-news/cbs-news-anchor-nearly-loses-life-savings-in-los-angeles-scam/
1313180953,20260711,202607,2026,2026.5233,MED,WEBSITE,,,,,,MED,,,,,,,,,,,,,1,010,010,01,1,0.0,5,1,5,-2.62216924910608,2,"Maryland, United States",US,USMD,,39.0724,-76.7902,MD,0,,,,,,,,2,"Maryland, United States",US,USMD,,39.0724,-76.7902,MD,20260711210000,https://www.makeuseof.com/this-startups-os-died-fighting-windows-and-microsoft-still-paid-23-million/
1313180954,20260711,202607,2026,2026.5233,MED,JOURNALIST,,,,,,MED,,,,,,,,,,,,,1,018,018,01,1,3.4,6,1,6,-3.09555854643338,4,"Bayamo, Granma, Cuba",CU,CU09,14617,20.3792,-76.6433,-1614584,0,,,,,,,,4,"Bayamo, Granma, Cuba",CU,CU09,14617,20.3792,-76.6433,-1614584,20260711210000,https://www.cubaheadlines.com/articles/334816
1313180955,20260711,202607,2026,2026.5233,MED,WRITER,,,,,,MED,,,COP,POLICE OFFICER,,,,,,COP,,,0,112,112,11,3,-2.0,3,1,3,-12.9750982961992,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,20260711210000,https://www.cubaheadlines.com/articles/334822
1313180956,20260711,202607,2026,2026.5233,MED,WRITER,,,,,,MED,,,COP,POLICE OFFICER,,,,,,COP,,,0,114,114,11,3,-2.0,3,1,3,-12.9750982961992,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,20260711210000,https://www.cubaheadlines.com/articles/334822
1313180957,20260711,202607,2026,2026.5233,MED,JOURNALIST,,,,,,MED,,,CUB,CUBA,CUB,,,,,,,,1,010,010,01,1,0.0,4,1,4,-12.9750982961992,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,20260711210000,https://www.cubaheadlines.com/articles/334822
1313180958,20260711,202607,2026,2026.5233,MED,JOURNALIST,,,,,,MED,,,CUB,CUBA,CUB,,,,,,,,1,018,018,01,1,3.4,2,1,2,-3.09555854643338,4,"Bayamo, Granma, Cuba",CU,CU09,14617,20.3792,-76.6433,-1614584,4,"Bayamo, Granma, Cuba",CU,CU09,14617,20.3792,-76.6433,-1614584,4,"Bayamo, Granma, Cuba",CU,CU09,14617,20.3792,-76.6433,-1614584,20260711210000,https://www.cubaheadlines.com/articles/334816
1313180959,20260711,202607,2026,2026.5233,MED,JOURNALIST,,,,,,MED,,,CUB,CUBA,CUB,,,,,,,,1,018,018,01,1,3.4,2,1,2,-3.09555854643338,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,20260711210000,https://www.cubaheadlines.com/articles/334816
1313180960,20260711,202607,2026,2026.5233,MED,WRITER,,,,,,MED,,,CUB,CUBA,CUB,,,,,,,,0,112,112,11,3,-2.0,1,1,1,-12.9750982961992,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,20260711210000,https://www.cubaheadlines.com/articles/334822
1313180961,20260711,202607,2026,2026.5233,MED,WRITER,,,,,,MED,,,CUB,CUBA,CUB,,,,,,,,0,114,114,11,3,-2.0,1,1,1,-12.9750982961992,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,20260711210000,https://www.cubaheadlines.com/articles/334822
1313180962,20260711,202607,2026,2026.5233,MED,TELEVISION,,,,,,MED,,,CUB,CUBAN,CUB,,,,,,,,0,173,173,17,4,-5.0,3,1,3,-8.60832137733142,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,20260711210000,https://www.cubaheadlines.com/articles/334803
1313180963,20260711,202607,2026,2026.5233,MED,JOURNALIST,,,,,,MED,,,CUB,HAVANA,CUB,,,,,,,,1,190,190,19,4,-10.0,5,1,5,-3.09555854643338,4,"Bayamo, Granma, Cuba",CU,CU09,14617,20.3792,-76.6433,-1614584,4,"Bayamo, Granma, Cuba",CU,CU09,14617,20.3792,-76.6433,-1614584,4,"Bayamo, Granma, Cuba",CU,CU09,14617,20.3792,-76.6433,-1614584,20260711210000,https://www.cubaheadlines.com/articles/334816
1313180964,20260711,202607,2026,2026.5233,MED,JOURNALIST,,,,,,MED,,,CUBREB,CUBA,CUB,,,,,REB,,,1,010,010,01,1,0.0,3,1,3,-12.9750982961992,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,20260711210000,https://www.cubaheadlines.com/articles/334822
1313180965,20260711,202607,2026,2026.5233,MED,JOURNALIST,,,,,,MED,,,ESP,SPANISH,ESP,,,,,,,,1,141,141,14,3,-6.5,2,1,2,-8.93470790378007,4,"Marieta, Pais Vasco, Spain",SP,SP59,25825,42.9333,-2.53333,-391160,4,"Marieta, Pais Vasco, Spain",SP,SP59,25825,42.9333,-2.53333,-391160,4,"Marieta, Pais Vasco, Spain",SP,SP59,25825,42.9333,-2.53333,-391160,20260711210000,https://www.cubaheadlines.com/articles/334826
1313180966,20260711,202607,2026,2026.5233,MED,JOURNALIST,,,,,,MED,,,ESPPTY,SPANISH,ESP,,,,,,,,1,141,141,14,3,-6.5,4,1,4,-8.93470790378007,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,20260711210000,https://www.cubaheadlines.com/articles/334826
